"Pair","pair_1","pair_2","Bowker_pv","Bowker_ts","Stuart_pv","Stuart_ts","IS_pv","IS_ts","QS_pv","QS_ts","Sat_cassius1_pv","Sat_test_Cassius1","Sat_cassius2_pv","Sat_test_Cassius2","Chi_Test_pv","Chi_test","simulation"
"(S1; S2)","S1","S2",0.00050880604693038,24.0616,0.709989717422952,1.38102,4.70734559183264e-05,22.6805,2.40597335454673e-06,4.71594,0,2.45902,0,2.45908,0,202077,1
"(S1; S3)","S1","S3",0.891239076212137,2.28953,0.938432819464148,0.408732,0.597511713729175,1.8808,0.864522570798191,0.17062,0,2.21576,0,2.21594,0,164627,1
"(S1; S4)","S1","S4",0.305993937881418,7.16347,0.782266639348581,1.0785,0.107548640673308,6.08497,0.0407298135938035,2.04627,0,2.27651,0,2.27652,0,173586,1
"(S1; S5)","S1","S5",0.936682053503889,1.80559,0.941368285079402,0.394539,0.702946606238062,1.41105,0.376390751103042,0.884566,0,2.09907,0,2.09917,0,148148,1
"(S1; S6)","S1","S6",4.98610040502016e-05,29.4561,0.814242576369793,0.9463,2.83867035774164e-06,28.5098,6.1642144166818e-07,4.986,0,2.24133,0,2.24125,0,168384,1
"(S1; S7)","S1","S7",3.26087723538028e-06,35.6244,0.978005201337093,0.197417,9.89713386886486e-08,35.427,2.535140630755e-08,5.57084,0,2.27069,0,2.2707,0,172780,1
"(S1; S8)","S1","S8",0.142347348706888,9.60405,0.793700654158657,1.03121,0.0355438571962115,8.57284,0.00957670340123284,2.59075,0,2.15386,0,2.15379,0,155787,1
"(S2; S3)","S2","S3",0.0239419431539299,14.563,0.566891801616172,2.02666,0.00575464365306372,12.5363,0.000422221625135277,-3.52579,0,2.3674,0,2.36755,0,187496,1
"(S2; S4)","S2","S4",0.160833125772985,9.23412,0.462369958019989,2.57228,0.0834938507248853,6.66184,0.0124305532521183,-2.49968,0,2.4325,0,2.43252,0,197776,1
"(S2; S5)","S2","S5",0.660770913860927,4.11756,0.97691495401449,0.20416,0.270968484768833,3.9134,0.0620245784009619,-1.86612,0,2.2465,0,2.24659,0,169149,1
