
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S3; S4),2.4751,2.47583,204327,1.87221,0.907299,0.964907,-0.446604,100000
(S3; S5),2.0857,2.08629,145091,4.3617,3.66024,0.701456,0.550636,100000
(S3; S6),2.24196,2.24158,167495,3.64481,2.77621,0.868598,-0.194237,100000
(S3; S7),2.27623,2.27752,172908,2.66395,2.01782,0.64613,-0.181047,100000
(S3; S8),2.1537,2.15393,154654,6.95682,3.12611,3.83071,-0.548616,100000
(S4; S5),2.15082,2.15114,154250,2.43322,1.82668,0.606535,0.429798,100000
(S4; S6),2.30716,2.30647,177329,2.98283,1.72746,1.25538,-0.221799,100000
(S4; S7),2.34299,2.344,183147,1.16705,1.0297,0.137345,0.292355,100000
(S4; S8),2.21563,2.21557,163628,2.92366,2.71563,0.208032,-0.0599096,100000
(S5; S6),2.5042,2.50341,208905,5.46961,3.24219,2.22742,-0.716153,100000
(S5; S7),2.33626,2.33725,182095,7.42422,3.21554,4.20867,-1.34099,100000
(S5; S8),2.21097,2.21089,162941,9.75417,7.5523,2.20186,-0.558404,100000
(S6; S7),2.50936,2.50928,209889,14.3278,6.90307,7.42472,-0.620851,100000
(S6; S8),2.37353,2.37235,187611,18.4052,7.65715,10.748,0.0817231,100000
(S7; S8),2.76011,2.76079,254068,9.93607,7.43399,2.50208,1.21394,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45505,2.45575,201028,3.51225,3.35923,0.153013,0.102171,100000
(S1; S3),2.19495,2.19492,160593,10.4674,4.58846,5.87898,1.43083,100000
(S1; S4),2.252,2.25209,169070,10.9459,3.22308,7.72285,1.6632,100000
(S1; S5),2.08733,2.08701,145192,10.1003,3.32363,6.77666,1.64853,100000
(S1; S6),2.22988,2.23032,165814,6.19183,3.96788,2.22394,0.095709,100000
(S1; S7),2.25944,2.25946,170175,7.06961,1.2368,5.83282,1.264,100000
(S1; S8),2.14233,2.14233,152988,4.77569,1.5245,3.2512,0.659025,100000
(S2; S3),2.34664,2.347,183618,14.7172,2.99483,11.7223,2.35344,100000
(S2; S4),2.40576,2.40625,193009,16.8597,2.58596,14.2737,2.79644,100000
(S2; S5),2.23613,2.23615,166686,16.0501,4.63763,11.4125,1.72233,100000
(S2; S6),2.3879,2.38875,190209,11.6112,1.57855,10.0327,0.680288,100000
(S2; S7),2.41604,2.41645,194646,11.5592,2.33442,9.22482,1.69902,100000
(S2; S8),2.28967,2.29005,174814,8.01791,2.301,5.71691,1.09035,100000
(S3; S4),2.47477,2.47454,204114,1.81508,0.806218,1.00886,-0.908216,100000
(S3; S5),2.11323,2.11262,148774,3.37327,0.904508,2.46876,0.667139,100000
(S3; S6),2.25911,2.25925,170141,2.28521,1.41669,0.868519,-0.700092,100000
(S3; S7),2.28827,2.28798,174498,2.20921,1.50892,0.700296,-0.0748249,100000
(S3; S8),2.16578,2.16548,156313,1.23287,0.993727,0.239148,-0.469993,100000
(S4; S5),2.16906,2.16856,156761,9.04648,0.776015,8.27047,1.33194,100000
(S4; S6),2.32026,2.32051,179496,1.40507,0.608686,0.796385,-0.383875,100000
(S4; S7),2.34545,2.34528,183351,2.88176,1.23293,1.64883,0.934696,100000
(S4; S8),2.22263,2.22245,164647,2.48717,0.351086,2.13608,0.500782,100000
(S5; S6),2.52316,2.52295,212178,9.33104,4.45592,4.87512,-0.867865,100000
(S5; S7),2.36304,2.36241,186034,3.43293,1.50247,1.93046,-0.963563,100000
(S5; S8),2.24112,2.2405,167330,3.5797,0.622366,2.95733,-1.46194,100000
(S6; S7),2.52293,2.52314,212210,4.85889,3.64681,1.21208,0.941925,100000
(S6; S8),2.39186,2.39204,190730,2.01886,1.83358,0.185278,0.265643,100000
(S7; S8),2.76702,2.76671,255157,2.254,1.01196,1.24205,-0.873823,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45139,2.45044,200158,8.66614,8.21363,0.45251,0.0178208,100000
(S1; S3),2.19523,2.19506,160613,6.13319,5.02897,1.10422,-1.03576,100000
(S1; S4),2.2529,2.25233,169102,5.14032,3.88968,1.25064,-1.07112,100000
(S1; S5),2.08086,2.08079,144325,4.00856,3.45017,0.55839,0.648877,100000
(S1; S6),2.22127,2.22057,164367,5.14143,2.72363,2.4178,0.602016,100000
(S1; S7),2.25598,2.25561,169596,4.89409,2.04526,2.84883,0.966964,100000
(S1; S8),2.14093,2.14017,152680,3.05626,0.958303,2.09795,0.892723,100000
(S2; S3),2.35542,2.35557,184959,5.00945,1.94308,3.06637,-1.18672,100000
(S2; S4),2.41972,2.41945,195127,6.15198,1.3434,4.80858,-0.580414,100000
(S2; S5),2.23171,2.23195,166058,9.84563,5.14099,4.70464,-0.524903,100000
(S2; S6),2.38499,2.38457,189541,4.05487,2.34671,1.70816,0.500416,100000
(S2; S7),2.42149,2.42143,195448,4.50719,4.29608,0.211107,0.169937,100000
(S2; S8),2.29748,2.29699,175874,5.25547,2.53298,2.72249,0.701088,100000
(S3; S4),2.49164,2.49213,207026,1.12834,0.517696,0.610642,0.0715545,100000
(S3; S5),2.11433,2.11522,149142,4.12075,2.58854,1.53221,-0.549478,100000
(S3; S6),2.25803,2.25833,170007,4.55702,2.261,2.29602,1.31096,100000
(S3; S7),2.2911,2.29177,175076,4.03366,1.36569,2.66796,1.11355,100000
(S3; S8),2.17263,2.17285,157379,2.75868,1.59929,1.15939,0.888588,100000
(S4; S5),2.17131,2.17184,157233,5.43957,3.46585,1.97372,0.00414397,100000
(S4; S6),2.32138,2.32128,179614,4.00842,2.13601,1.87241,1.20146,100000
(S4; S7),2.35798,2.35824,185380,6.30603,1.53712,4.76891,1.68811,100000
(S4; S8),2.23616,2.23598,166656,5.57722,1.04452,4.53271,2.07353,100000
(S5; S6),2.51812,2.51858,211444,2.73499,1.93315,0.801841,0.742602,100000
(S5; S7),2.35405,2.35483,184843,5.08146,1.22495,3.85651,1.263,100000
(S5; S8),2.23373,2.23404,166369,4.77786,2.05356,2.72431,1.55585,100000
(S6; S7),2.51395,2.51408,210688,3.12765,1.63048,1.49717,0.729441,100000
(S6; S8),2.38609,2.38575,189728,4.26204,0.942273,3.31977,0.663905,100000
(S7; S8),2.76834,2.76837,255463,3.78923,1.33321,2.45601,0.38066,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45016,2.45054,200176,8.48501,6.1764,2.30861,0.65517,100000
(S1; S3),2.20051,2.20068,161438,6.00167,5.01657,0.985096,-0.151174,100000
(S1; S4),2.26256,2.26277,170677,6.05269,5.38905,0.663636,0.578059,100000
(S1; S5),2.07717,2.07845,144005,6.38817,2.95262,3.43555,-1.19125,100000
(S1; S6),2.22287,2.22425,164914,3.33529,1.01274,2.32255,0.835198,100000
(S1; S7),2.25425,2.25501,169505,3.15762,2.56198,0.595648,0.718679,100000
(S1; S8),2.1371,2.13806,152381,4.70486,3.12463,1.58024,0.542522,100000
(S2; S3),2.35759,2.35634,185081,4.579,2.18445,2.39455,-0.640741,100000
(S2; S4),2.42264,2.42137,195438,3.73349,1.29094,2.44255,-0.84082,100000
(S2; S5),2.22356,2.22353,164806,5.78793,4.34871,1.43922,-1.14166,100000
(S2; S6),2.38359,2.38358,189387,5.42072,4.6105,0.810218,0.730718,100000
(S2; S7),2.41437,2.41368,194196,2.88432,0.878127,2.00619,0.60529,100000
(S2; S8),2.28603,2.28564,174143,6.51074,2.25466,4.25608,0.786228,100000
(S3; S4),2.49117,2.48968,206620,3.0063,0.414479,2.59182,-0.956297,100000
(S3; S5),2.1073,2.10711,148003,10.0337,7.88049,2.1532,-1.14716,100000
(S3; S6),2.25784,2.25765,169905,6.13688,5.43382,0.703059,-0.0405369,100000
(S3; S7),2.29047,2.28963,174751,3.09578,3.04756,0.0482168,0.0730197,100000
(S3; S8),2.17036,2.16982,156942,6.20928,6.00446,0.204817,0.293454,100000
(S4; S5),2.16826,2.16808,156694,9.55731,7.75899,1.79832,-1.13774,100000
(S4; S6),2.32253,2.32237,179786,8.1832,6.15919,2.02401,1.37065,100000
(S4; S7),2.35569,2.35484,184848,4.52187,2.77328,1.74859,0.650189,100000
(S4; S8),2.22729,2.22675,165288,7.9831,5.42622,2.55688,0.718086,100000
(S5; S6),2.50763,2.50874,209795,5.20103,2.23464,2.96639,1.55292,100000
(S5; S7),2.34744,2.34782,183744,5.58817,2.23209,3.35608,1.24389,100000
(S5; S8),2.22269,2.2233,164772,4.08758,0.514049,3.57353,0.30398,100000
(S6; S7),2.51261,2.51303,210514,3.18173,2.06976,1.11197,-0.859082,100000
(S6; S8),2.37992,2.38059,188913,5.31522,2.2426,3.07262,-1.34834,100000
(S7; S8),2.76725,2.76726,255258,7.08251,2.55754,4.52497,-1.07055,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45903,2.4586,201493,6.02222,4.54524,1.47698,-0.139906,100000
(S1; S3),2.2086,2.20832,162560,9.12807,5.65135,3.47672,0.597427,100000
(S1; S4),2.26789,2.26807,171481,12.9825,10.1548,2.8277,-0.151922,100000
(S1; S5),2.08935,2.08898,145465,1.50769,0.801242,0.706446,0.19502,100000
(S1; S6),2.23559,2.2354,166570,3.19561,1.64016,1.55544,-0.176993,100000
(S1; S7),2.26664,2.26631,171208,4.64322,0.743126,3.9001,-1.11893,100000
(S1; S8),2.14245,2.14218,152967,4.54101,0.795862,3.74514,-0.112528,100000
(S2; S3),2.35561,2.35549,184946,3.26964,1.43895,1.83069,-1.01904,100000
(S2; S4),2.41571,2.41608,194586,7.00015,4.58457,2.41558,-0.438987,100000
(S2; S5),2.22513,2.22491,165013,5.71654,4.59281,1.12373,-0.0998173,100000
(S2; S6),2.38192,2.38191,189120,5.86452,5.28819,0.576327,-0.590977,100000
(S2; S7),2.41621,2.41603,194579,10.6184,2.29749,8.32095,-1.69713,100000
(S2; S8),2.28415,2.28404,173898,8.83225,4.46702,4.36523,-0.573584,100000
(S3; S4),2.48614,2.48664,206118,6.42297,5.50305,0.919919,0.833146,100000
(S3; S5),2.11158,2.11147,148614,5.10337,4.81769,0.285686,-0.197492,100000
(S3; S6),2.26276,2.26285,170686,5.61435,5.58991,0.0244402,-0.0763002,100000
(S3; S7),2.29621,2.29615,175748,5.27358,3.95622,1.31736,-0.679189,100000
(S3; S8),2.17102,2.17101,157116,7.26814,6.12562,1.14252,0.284921,100000
(S4; S5),2.1653,2.16563,156340,8.8974,8.75583,0.141569,-0.362076,100000
(S4; S6),2.32223,2.32281,179853,7.92302,7.46123,0.461793,-0.0402882,100000
(S4; S7),2.35578,2.35621,185065,8.64868,6.22027,2.42841,-1.04494,100000
(S4; S8),2.22811,2.22857,165559,8.50137,7.3955,1.10587,0.0509379,100000
(S5; S6),2.51631,2.51628,211057,1.25256,0.869159,0.383406,0.557897,100000
(S5; S7),2.35194,2.35178,184365,6.54177,1.35803,5.18374,-1.63732,100000
(S5; S8),2.22427,2.22416,164899,2.28038,0.891899,1.38848,-0.265358,100000
(S6; S7),2.52036,2.52042,211754,4.47749,1.22822,3.24927,-1.42637,100000
(S6; S8),2.38372,2.38382,189424,2.78733,0.501675,2.28566,-0.180729,100000
(S7; S8),2.76846,2.76839,255468,3.37922,1.73123,1.64799,0.670437,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.4538,2.45365,200681,7.16825,2.34364,4.82461,-1.05797,100000
(S1; S3),2.20862,2.20881,162634,4.75131,4.28905,0.462263,-0.288931,100000
(S1; S4),2.26444,2.26401,170863,5.24065,1.29672,3.94393,-1.39608,100000
(S1; S5),2.08832,2.08796,145327,6.79268,4.51519,2.27749,-0.323297,100000
(S1; S6),2.23224,2.23201,166070,9.52279,6.43428,3.08851,-0.284067,100000
(S1; S7),2.264,2.26359,170798,4.19473,3.57796,0.61677,0.175409,100000
(S1; S8),2.14626,2.14617,153541,7.61124,6.35317,1.25807,0.741467,100000
(S2; S3),2.35958,2.36016,185682,4.85646,1.71448,3.14198,0.52599,100000
(S2; S4),2.42273,2.42266,195649,1.83799,0.405223,1.43277,-1.16843,100000
(S2; S5),2.23374,2.2337,166320,3.28706,2.00474,1.28232,-0.100282,100000
(S2; S6),2.38605,2.38619,189800,4.18795,3.45357,0.734383,0.832083,100000
(S2; S7),2.42245,2.4224,195606,5.08815,1.28931,3.79884,1.67301,100000
(S2; S8),2.29772,2.298,176031,6.89132,2.41577,4.47555,1.41723,100000
(S3; S4),2.48367,2.48396,205672,5.42254,3.14753,2.27501,-0.704598,100000
(S3; S5),2.11569,2.11596,149248,2.83373,1.59564,1.23809,0.908896,100000
(S3; S6),2.26183,2.26229,170602,4.14928,1.3044,2.84488,0.724732,100000
(S3; S7),2.29333,2.29362,175362,3.63386,1.62814,2.00571,1.36646,100000
(S3; S8),2.17672,2.1773,158027,5.49149,1.63515,3.85634,1.53074,100000
(S4; S5),2.17476,2.17444,157616,4.21964,1.47724,2.7424,1.20975,100000
(S4; S6),2.32468,2.32452,180118,5.14135,2.91114,2.2302,1.23313,100000
(S4; S7),2.35622,2.35586,185011,9.94324,0.732783,9.21046,2.71182,100000
(S4; S8),2.23485,2.23482,166489,11.7693,2.46191,9.30739,2.26086,100000
(S5; S6),2.52284,2.5227,212138,2.77698,0.560677,2.2163,-0.231531,100000
(S5; S7),2.35633,2.356,185029,2.74083,0.276269,2.46456,1.41328,100000
(S5; S8),2.23587,2.23588,166641,1.68947,0.505356,1.18411,0.837219,100000
(S6; S7),2.51735,2.51721,211214,6.15536,1.25332,4.90204,1.2259,100000
(S6; S8),2.38859,2.38878,190211,6.11438,1.02635,5.08803,0.782845,100000
(S7; S8),2.76801,2.76802,255399,6.25322,2.87428,3.37894,-0.887906,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45948,2.45945,201633,12.1454,2.20234,9.94305,2.88142,100000
(S1; S3),2.20843,2.20865,162608,5.91941,0.265897,5.65352,2.29188,100000
(S1; S4),2.27025,2.2706,171861,7.79462,2.65383,5.14079,1.82404,100000
(S1; S5),2.09692,2.0969,146571,8.54317,0.693972,7.84919,1.21054,100000
(S1; S6),2.23829,2.23832,167009,10.424,5.18805,5.23599,1.5789,100000
(S1; S7),2.27058,2.27057,171856,4.70026,3.37363,1.32663,0.0543511,100000
(S1; S8),2.15277,2.15265,154470,3.73304,1.85674,1.87629,1.1107,100000
(S2; S3),2.36102,2.36108,185825,2.86588,2.0396,0.826281,-0.31216,100000
(S2; S4),2.42516,2.42536,196081,4.40779,2.75212,1.65567,0.113465,100000
(S2; S5),2.23906,2.23886,167087,4.78622,2.91516,1.87106,-0.189546,100000
(S2; S6),2.39059,2.39044,190477,5.55272,2.72414,2.82858,0.285515,100000
(S2; S7),2.42667,2.42648,196261,3.59623,0.685816,2.91042,-1.54937,100000
(S2; S8),2.30357,2.30326,176836,1.97362,0.897611,1.07601,-0.131441,100000
(S3; S4),2.4918,2.49229,207051,2.55229,2.30678,0.245511,0.164585,100000
(S3; S5),2.12446,2.12452,150456,3.48088,1.33037,2.15051,0.129758,100000
(S3; S6),2.26671,2.26682,171287,6.09752,4.11799,1.97953,0.461812,100000
(S3; S7),2.30252,2.3026,176737,5.12753,3.65488,1.47265,-0.879732,100000
(S3; S8),2.18493,2.18488,159128,3.54431,2.90513,0.639181,-0.0635178,100000
(S4; S5),2.17943,2.17962,158362,8.16243,5.41514,2.74729,0.708979,100000
(S4; S6),2.32707,2.32732,180550,6.37216,3.24409,3.12807,0.899515,100000
(S4; S7),2.36261,2.36282,186100,5.30679,2.62158,2.68521,-1.04736,100000
(S4; S8),2.23947,2.23955,167189,4.57248,4.35118,0.221297,-0.106594,100000
(S5; S6),2.52119,2.52104,211859,12.5904,10.7662,1.82421,1.00006,100000
(S5; S7),2.36129,2.36111,185832,7.38322,6.70966,0.673551,-0.480323,100000
(S5; S8),2.23723,2.23693,166798,5.94671,3.08043,2.86628,0.0126599,100000
(S6; S7),2.52061,2.52047,211762,6.96981,4.686,2.28381,-1.32779,100000
(S6; S8),2.39273,2.39247,190802,12.6575,6.95662,5.70093,-0.0721767,100000
(S7; S8),2.77336,2.773,256320,10.8555,3.71525,7.14022,1.09903,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45092,2.45091,200234,5.49768,4.62804,0.869642,0.931642,100000
(S1; S3),2.20229,2.20236,161689,6.44582,4.67399,1.77183,-0.841427,100000
(S1; S4),2.26324,2.2638,170834,10.2677,8.65731,1.6104,0.0209853,100000
(S1; S5),2.09074,2.09032,145650,0.541163,0.377032,0.164131,0.0611405,100000
(S1; S6),2.23608,2.23568,166612,2.46408,1.25902,1.20506,0.956392,100000
(S1; S7),2.26532,2.26529,171054,3.19782,2.21737,0.980449,0.421684,100000
(S1; S8),2.15343,2.15291,154503,4.03086,3.46076,0.570098,-0.184524,100000
(S2; S3),2.35301,2.35335,184611,4.69867,0.394329,4.30434,-1.45521,100000
(S2; S4),2.4163,2.41717,194759,3.75476,2.83109,0.923673,-0.33307,100000
(S2; S5),2.2303,2.23009,165780,4.09594,3.55302,0.542916,-0.621269,100000
(S2; S6),2.38667,2.38652,189852,1.62788,1.53864,0.0892409,-0.218598,100000
(S2; S7),2.41901,2.41926,195097,2.43259,0.251456,2.18114,-0.877883,100000
(S2; S8),2.29988,2.29958,176273,3.53449,1.94688,1.58761,-1.12775,100000
(S3; S4),2.48651,2.48749,206255,2.60113,1.89753,0.703594,0.643752,100000
(S3; S5),2.11287,2.11276,148796,6.17723,4.83907,1.33816,-0.0237061,100000
(S3; S6),2.26163,2.26157,170494,7.4123,2.44603,4.96627,1.36559,100000
(S3; S7),2.2944,2.29473,175530,2.19665,1.00671,1.18994,0.775715,100000
(S3; S8),2.18056,2.18038,158472,3.26155,2.90644,0.355109,-0.151016,100000
(S4; S5),2.17442,2.17477,157663,13.0175,9.35449,3.66298,-0.46596,100000
(S4; S6),2.32636,2.32681,180475,10.959,7.18169,3.77729,0.747132,100000
(S4; S7),2.35693,2.35778,185309,4.25412,3.4036,0.850521,0.0667403,100000
(S4; S8),2.24044,2.24073,167369,9.49064,7.71904,1.7716,-0.286644,100000
(S5; S6),2.51897,2.51831,211397,5.05531,1.46296,3.59236,1.44872,100000
(S5; S7),2.35489,2.35466,184819,8.22744,2.79841,5.42903,0.314752,100000
(S5; S8),2.23994,2.2392,167137,5.06175,2.49883,2.56292,-0.111972,100000
(S6; S7),2.52022,2.52004,211691,4.55876,1.34986,3.2089,-1.2354,100000
(S6; S8),2.39686,2.39613,191385,4.76641,1.00435,3.76207,-1.74429,100000
(S7; S8),2.77215,2.77178,256095,8.27333,5.97113,2.3022,-0.864703,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.43216,2.43312,197338,1.15209,0.402706,0.749381,0.563445,100000
(S1; S3),2.18379,2.18413,159023,5.24368,1.18545,4.05823,-0.922268,100000
(S1; S4),2.25535,2.2553,169550,9.09299,2.51906,6.57393,2.01324,100000
(S1; S5),2.07717,2.07691,143787,1.55301,1.20872,0.344291,0.488125,100000
(S1; S6),2.21918,2.21913,164154,0.951013,0.0650496,0.885963,0.444584,100000
(S1; S7),2.25013,2.25035,168806,3.52175,1.31996,2.20179,1.36992,100000
(S1; S8),2.13392,2.13354,151739,3.03537,0.759328,2.27605,1.02228,100000
(S2; S3),2.34056,2.34161,182776,13.8071,1.22853,12.5786,-2.51421,100000
(S2; S4),2.41126,2.41191,193913,5.28192,3.03618,2.24574,0.626705,100000
(S2; S5),2.21911,2.21948,164206,2.56316,1.66211,0.901047,0.282417,100000
(S2; S6),2.37134,2.37199,187546,1.27015,0.662588,0.607563,-0.511126,100000
(S2; S7),2.4076,2.40854,193372,2.61512,1.47734,1.13778,0.286504,100000
(S2; S8),2.281,2.28126,173477,5.03381,1.4791,3.55471,-0.293474,100000
(S3; S4),2.47853,2.4786,204785,8.79588,1.14296,7.65291,2.18958,100000
(S3; S5),2.10355,2.10339,147481,2.83386,0.213015,2.62085,0.949319,100000
(S3; S6),2.24603,2.2461,168170,6.39595,1.37118,5.02477,0.946595,100000
(S3; S7),2.28374,2.28409,173914,10.0587,0.112843,9.94583,2.59743,100000
(S3; S8),2.16387,2.1636,156048,5.59767,1.272,4.32567,1.78668,100000
(S4; S5),2.16608,2.16555,156322,1.4685,0.478092,0.990412,-0.97592,100000
(S4; S6),2.31634,2.31602,178802,6.55906,2.40987,4.14919,-1.89367,100000
(S4; S7),2.35467,2.35461,184811,2.97373,0.397078,2.57665,-0.422017,100000
(S4; S8),2.23129,2.23062,165860,2.24048,0.980906,1.25957,-1.02768,100000
(S5; S6),2.51057,2.50996,209999,2.98762,2.01406,0.973569,0.0913663,100000
(S5; S7),2.34443,2.34413,183168,0.410726,0.210866,0.19986,0.237714,100000
(S5; S8),2.22423,2.22333,164775,4.3208,0.891672,3.42913,-0.441105,100000
(S6; S7),2.51012,2.51006,210014,3.66885,1.91656,1.75229,1.08207,100000
(S6; S8),2.37924,2.37853,188583,3.01465,0.630567,2.38408,0.160876,100000
(S7; S8),2.76313,2.76262,254405,9.35956,2.87455,6.48501,0.0635521,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44904,2.44917,199952,3.62831,1.71901,1.9093,-1.24888,100000
(S1; S3),2.19554,2.19517,160630,4.16437,0.584064,3.58031,1.40623,100000
(S1; S4),2.2573,2.25682,169779,6.28663,2.56062,3.726,0.654695,100000
(S1; S5),2.07632,2.07646,143724,1.38828,1.01469,0.373588,-0.240956,100000
(S1; S6),2.22828,2.22819,165497,1.83888,0.744718,1.09416,-0.0366745,100000
(S1; S7),2.25631,2.25584,169629,2.5415,1.42559,1.11591,-0.413946,100000
(S1; S8),2.13705,2.13656,152166,4.18493,1.61877,2.56616,-0.434284,100000
(S2; S3),2.34625,2.34656,183549,8.56024,2.38406,6.17619,1.72557,100000
(S2; S4),2.41327,2.41349,194171,10.8544,5.09564,5.75876,1.96925,100000
(S2; S5),2.22394,2.22475,164989,4.10326,0.97148,3.13178,0.795704,100000
(S2; S6),2.3831,2.38371,189408,5.96708,0.425513,5.54157,1.61705,100000
(S2; S7),2.41476,2.41499,194411,4.80371,3.54115,1.26256,0.842745,100000
(S2; S8),2.28688,2.28705,174356,5.09647,2.58504,2.51142,0.805253,100000
(S3; S4),2.47784,2.47751,204604,6.96327,1.24655,5.71672,-0.842131,100000
(S3; S5),2.1051,2.1054,147764,4.74085,0.505258,4.2356,-1.54714,100000
(S3; S6),2.25457,2.25465,169452,4.64731,0.910718,3.73659,-1.34491,100000
(S3; S7),2.28857,2.28827,174543,2.76608,0.313177,2.4529,-0.942286,100000
(S3; S8),2.16947,2.16914,156841,5.30806,0.928533,4.37952,-0.937587,100000
(S4; S5),2.16449,2.16471,156204,7.69519,1.30141,6.39378,-1.37694,100000
(S4; S6),2.31793,2.31791,179095,5.00636,2.17266,2.8337,-0.48496,100000
(S4; S7),2.3486,2.3482,183805,7.16897,0.1964,6.97257,-0.935053,100000
(S4; S8),2.22889,2.22846,165537,6.4192,0.452914,5.96629,-1.15184,100000
(S5; S6),2.51235,2.51303,210512,1.39331,0.54699,0.846322,0.752508,100000
(S5; S7),2.34478,2.34503,183308,3.40245,0.975559,2.42689,1.22513,100000
(S5; S8),2.22244,2.22262,164670,1.73331,1.1605,0.572812,-0.107838,100000
(S6; S7),2.51161,2.51161,210275,2.14302,1.78023,0.362791,0.126357,100000
(S6; S8),2.37965,2.37959,188751,4.20377,1.21833,2.98544,-0.867061,100000
(S7; S8),2.77191,2.77139,256021,4.03615,1.20855,2.8276,0.685416,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44976,2.44924,199964,4.55221,1.67087,2.88134,0.656804,100000
(S1; S3),2.2035,2.20239,161689,5.23547,3.00185,2.23362,1.05063,100000
(S1; S4),2.26223,2.26307,170719,2.90189,1.72375,1.17814,-0.99359,100000
(S1; S5),2.08194,2.08176,144462,5.27335,1.90241,3.37094,0.469848,100000
(S1; S6),2.22997,2.23055,165848,7.52284,3.42188,4.10096,1.15991,100000
(S1; S7),2.25974,2.2598,170226,2.88067,0.386338,2.49434,0.681144,100000
(S1; S8),2.1386,2.13889,152497,1.48875,0.714988,0.773766,0.722616,100000
(S2; S3),2.35476,2.35308,184570,4.53141,0.937212,3.5942,0.401258,100000
(S2; S4),2.41684,2.41723,194770,9.86753,4.6649,5.20262,-0.935866,100000
(S2; S5),2.22309,2.22244,164644,4.49944,1.88222,2.61722,-0.702539,100000
(S2; S6),2.38466,2.38478,189575,6.32288,5.34094,0.98194,-0.123741,100000
(S2; S7),2.41467,2.41423,194285,1.35666,0.827904,0.528756,-0.456199,100000
(S2; S8),2.28683,2.28666,174296,2.91253,1.56516,1.34737,-0.463137,100000
(S3; S4),2.48601,2.4857,205964,11.8689,11.2914,0.577517,-0.181986,100000
(S3; S5),2.10952,2.10827,148167,7.56685,3.05681,4.51004,-1.64375,100000
(S3; S6),2.26076,2.26023,170296,11.6478,7.83654,3.8113,-0.202252,100000
(S3; S7),2.29189,2.2908,174931,3.14581,2.94699,0.198815,0.255671,100000
